kortti,kunto,harvinaisuus,setti,hinta_eur,varastossa_kpl,myynnissa_kpl
Aerodactyl 15/064 - Neo Revelation,LP,Rare,Neo Revelation,6.2,1,1
Aerodactyl 15/064 - Neo Revelation,NM/M,Rare,Neo Revelation,15.5,0,0
Aerodactyl 16/062 - Fossil,DMG,Rare,Fossil,2.8,4,4
Aerodactyl 16/062 - Fossil,GD,Rare,Fossil,6.3,4,4
Aerodactyl 16/062 - Fossil,LP,Rare,Fossil,4.9,5,5
Aerodactyl 16/062 - Fossil,NM/M,Rare,Fossil,14,0,0
Aerodactyl 16/062 - Fossil,PL,Rare,Fossil,3.5,5,5
Aerodactyl 76/124 - X&Y Fates Collide,EX,Rare,X&Y Fates Collide,2.2,1,1
Aerodactyl 76/124 - X&Y Fates Collide,NM/M,Rare,X&Y Fates Collide,2.75,0,0
Aerodactyl 76/124 Reverse Holo - X&Y Fates Collide,NM/M,Rare,X&Y Fates Collide,3.25,0,0
Aerodactyl [GL] Lv. 62 55/111 Reverse Holo - Platinum Rising Rivals,LP,Common,Platinum Rising Rivals,5.2,1,1
Aerodactyl [GL] Lv. 62 55/111 Reverse Holo - Platinum Rising Rivals,NM/M,Common,Platinum Rising Rivals,11.5,0,0
Aerodactyl ex 94/100 - EX Sandstorm,NM/M,Ultra Rare,EX Sandstorm,165.95,0,0
Aerodactyl EX XY97 - XY Black Star Promos,DMG,Ultra Rare,X&Y Promos,5.6,4,4
Aerodactyl EX XY97 - XY Black Star Promos,GD,Promo,XY Black Star Promos,9.8,1,1
Aerodactyl EX XY97 - XY Black Star Promos,LP,Ultra Rare,X&Y Promos,8.4,1,1
Aerodactyl GX 106/236 - Sun & Moon Unified Minds,EX,Ultra Rare,Sun & Moon Unified Minds,4.8,1,1
Aerodactyl GX 106/236 - Sun & Moon Unified Minds,NM/M,Ultra Rare,Sun & Moon Unified Minds,6,1,1
Aerodactyl GX Full Art 224/236 - Sun & Moon Unified Minds,DMG,Ultra Rare,Sun & Moon Unified Minds,4.4,2,2
Aerodactyl GX Full Art 224/236 - Sun & Moon Unified Minds,EX,Ultra Rare,Sun & Moon Unified Minds,8.8,1,1
Aerodactyl GX Full Art 224/236 - Sun & Moon Unified Minds,NM/M,Ultra Rare,Sun & Moon Unified Minds,11,2,2
Aerodactyl GX Hyper Rare 244/236 - Sun & Moon Unified Minds,NM/M,Hyper Rare,Sun & Moon Unified Minds,30.95,0,0
Aerodactyl GX Hyper Rare 244/236 - Sun & Moon Unified Minds,PL,Hyper Rare,Sun & Moon Unified Minds,15.5,1,1
Aerodactyl Lv.44 15/100 - Diamond & Pearl Majestic Dawn,GD,Rare,Diamond & Pearl Majestic Dawn,5.2,3,3
Aerodactyl Lv.44 15/100 - Diamond & Pearl Majestic Dawn,NM/M,Rare,Diamond & Pearl Majestic Dawn,9.5,0,0
Aerodactyl Lv.47 13/099 - Platinum Arceus,EX,Rare,Platinum Arceus,5.25,3,3
Aerodactyl Lv.47 13/099 - Platinum Arceus,NM/M,Rare,Platinum Arceus,7,1,1
Aerodactyl Lv.47 13/099 Reverse Holo - Platinum Arceus,EX,Rare,Platinum Arceus,48.7,1,1
Aerodactyl Spirit Link 99/211 - XY Black Star Promos,EX,Promo,XY Black Star Promos,13.6,2,2
Aerodactyl V 092/196 - Sword & Shield Lost Origin,EX,Ultra Rare,Sword & Shield Lost Origin,2.4,3,3
Aerodactyl V 092/196 - Sword & Shield Lost Origin,LP,Ultra Rare,Sword & Shield Lost Origin,1.8,2,2
Aerodactyl V 092/196 - Sword & Shield Lost Origin,NM/M,Ultra Rare,Sword & Shield Lost Origin,3,10,10
Aerodactyl V 092/196 - Sword & Shield Lost Origin,PL,Ultra Rare,Sword & Shield Lost Origin,1.5,1,1
Aerodactyl V Alternate Art 180/196 - Sword & Shield Lost Origin,NM/M,Ultra Rare,Sword & Shield Lost Origin,229.95,1,1
Aerodactyl V Full Art 179/196 - Sword & Shield Lost Origin,EX,Ultra Rare,Lost Origin,4.4,3,3
Aerodactyl V Full Art 179/196 - Sword & Shield Lost Origin,GD,Ultra Rare,Sword & Shield Lost Origin,3.85,1,1
Aerodactyl V Full Art 179/196 - Sword & Shield Lost Origin,LP,Ultra Rare,Sword & Shield Lost Origin,3.3,1,1
Aerodactyl V Full Art 179/196 - Sword & Shield Lost Origin,NM/M,Ultra Rare,Sword & Shield Lost Origin,5.5,3,3
Aerodactyl V Full Art 179/196 - Sword & Shield Lost Origin,PL,Ultra Rare,Sword & Shield Lost Origin,2.75,1,1
Aerodactyl VSTAR 093/196 - Sword & Shield Lost Origin,EX,Ultra Rare,Sword & Shield Lost Origin,2.4,1,1
Aerodactyl VSTAR 093/196 - Sword & Shield Lost Origin,NM/M,Ultra Rare,Sword & Shield Lost Origin,3,6,6
Aerodactyl VSTAR Hyper Rare 199/196 - Sword & Shield Lost Origin,EX,Secret Rare,Sword & Shield Lost Origin,11.2,1,1
Aerodactyl VSTAR Hyper Rare 199/196 - Sword & Shield Lost Origin,GD,Secret Rare,Sword & Shield Lost Origin,9.8,2,2
Aerodactyl VSTAR Hyper Rare 199/196 - Sword & Shield Lost Origin,NM/M,Hyper Rare,Sword & Shield Lost Origin,14,0,0
Aerodactyl δ Delta Species 35/110 - Ex Holon Phantoms,DMG,Uncommon,Ex Holon Phantoms,3.25,1,1
Aerodactyl δ Delta Species 35/110 - Ex Holon Phantoms,EX,Uncommon,Ex Holon Phantoms,9.75,1,1
Aerodactyl δ Delta Species 35/110 - Ex Holon Phantoms,GD,Uncommon,Ex Holon Phantoms,7.15,2,2
Aerodactyl δ Delta Species 35/110 - Ex Holon Phantoms,NM/M,Uncommon,Ex Holon Phantoms,13,1,1
Aerodactyl δ Delta Species 35/110 - Ex Holon Phantoms,PL,Uncommon,Ex Holon Phantoms,4.55,1,1
Aerodactyl δ Delta Species 35/110 Reverse Holo - Ex Holon Phantoms,NM/M,Uncommon,Ex Holon Phantoms,121.95,0,0
Aerodactyl δ Delta Species 35/110 Reverse Holo - Ex Holon Phantoms,PL,Uncommon,Ex Holon Phantoms,29.95,1,1
Aether Foundation Employee 168/214 - Sun & Moon Lost Thunder,NM/M,Uncommon,Sun & Moon Lost Thunder,0.5,0,0
Aether Foundation Employee Full Art SV81/SV94 - Sun & Moon Hidden Fates,GD,Ultra Rare,Sun & Moon Hidden Fates,8.05,1,1
Aether Foundation Employee Full Art SV81/SV94 - Sun & Moon Hidden Fates,NM/M,Ultra Rare,Sun & Moon Hidden Fates,11.5,1,1
Aether Paradise Conservation Area 116/145 - Sun & Moon Guardians Rising,NM/M,Uncommon,Sun & Moon Guardians Rising,0.75,1,1
Aether Paradise Conservation Area 116/145 Reverse Holo - Sun & Moon Guardians Rising,NM/M,Uncommon,Sun & Moon Guardians Rising,1.5,1,1
Aether Paradise Conservation Area SV87/SV94 - Sun & Moon Hidden Fates,NM/M,Ultra Rare,Sun & Moon Hidden Fates,9.5,2,2
Agatha 129/198 - Sword & Shield Chilling Reign,NM/M,Uncommon,Sword & Shield Chilling Reign,0.75,16,16
Agatha 129/198 Reverse Holo - Sword & Shield Chilling Reign,NM/M,Uncommon,Sword & Shield Chilling Reign,1,3,3
Agatha Full Art 186/198 - Sword & Shield Chilling Reign,EX,Ultra Rare,Sword & Shield Chilling Reign,6,1,1
Agatha Full Art 186/198 - Sword & Shield Chilling Reign,GD,Ultra Rare,Sword & Shield Chilling Reign,5.25,2,2
Agatha Full Art 186/198 - Sword & Shield Chilling Reign,NM/M,Ultra Rare,Sword & Shield Chilling Reign,7.5,2,2
Agatha Hyper Rare 210/198 - Sword & Shield Chilling Reign,GD,Hyper Rare,Sword & Shield Chilling Reign,7.4,2,2
Agatha Hyper Rare 210/198 - Sword & Shield Chilling Reign,NM/M,Hyper Rare,Sword & Shield Chilling Reign,8,3,3
Aggron 067/111 Reverse Holo - Sun & Moon Crimson Invasion,NM/M,Holo Rare,Sun & Moon Crimson Invasion,2.75,0,0
Aggron 080/124 Reverse Holo - Black & White 6: Dragons Exalted,NM/M,Holo Rare,Black & White 6: Dragons Exalted,5,0,0
Aggron 089/159 - Crown Zenith,NM/M,Holo Rare,Crown Zenith,1.5,0,0
Aggron 089/159 Reverse Holo - Crown Zenith,NM/M,Holo Rare,Crown Zenith,1.5,0,0
Aggron 1/102 - Triumphant,GD,Holo Rare,Triumphant,6.2,1,1
Aggron 1/102 - Triumphant,NM/M,Holo Rare,Triumphant,10,0,0
Aggron 1/102 Reverse Holo - Triumphant,EX,Holo Rare,Triumphant,10.5,1,1
Aggron 1/102 Reverse Holo - Triumphant,NM/M,Holo Rare,Triumphant,14,0,0
Aggron 1/108 - EX Power Keepers,DMG,Holo Rare,EX Power Keepers,5.5,1,1
Aggron 1/108 - EX Power Keepers,GD,Holo Rare,EX Power Keepers,10.35,1,1
Aggron 1/108 - EX Power Keepers,NM/M,Holo Rare,EX Power Keepers,22,0,0
Aggron 1/108 Reverse Holo - EX Power Keepers,NM/M,Holo Rare,EX Power Keepers,45.95,0,0
Aggron 1/109 - EX Ruby & Sapphire,LP,Holo Rare,EX Ruby & Sapphire,16.35,1,1
Aggron 1/109 - EX Ruby & Sapphire,NM/M,Holo Rare,EX Ruby & Sapphire,38.95,0,0
Aggron 1/109 - EX Ruby & Sapphire,PL,Holo Rare,EX Ruby & Sapphire,13.65,1,1
Aggron 1/109 Reverse Holo - EX Ruby & Sapphire,LP,Holo Rare,EX Ruby & Sapphire,21,1,1
Aggron 1/109 Reverse Holo - EX Ruby & Sapphire,NM/M,Holo Rare,EX Ruby & Sapphire,49.95,0,0
Aggron 111/198 - Sword & Shield Chilling Reign,NM/M,Rare,Sword & Shield Chilling Reign,1,1,1
Aggron 111/198 Reverse Holo - Sword & Shield Chilling Reign,NM/M,Rare,Sword & Shield Chilling Reign,1.5,0,0
Aggron 123/189 - Sword & Shield Darkness Ablaze,NM/M,Holo Rare,Sword & Shield Darkness Ablaze,1.5,0,0
Aggron 123/189 Reverse Holo - Sword & Shield Darkness Ablaze,NM/M,Holo Rare,Sword & Shield Darkness Ablaze,1.5,0,0
Aggron 125/214 - Sun & Moon Unbroken Bonds,NM/M,Rare,Sun & Moon Unbroken Bonds,1.5,1,1
Aggron 125/214 Reverse Holo - Sun & Moon Unbroken Bonds,NM/M,Rare,Sun & Moon Unbroken Bonds,2.75,0,0
Aggron 2/092 - EX Legend Maker,GD,Holo Rare,EX Legend Maker,14.25,1,1
Aggron 2/092 - EX Legend Maker,NM/M,Holo Rare,EX Legend Maker,25.95,0,0
Aggron 2/092 Reverse Holo - EX Legend Maker,NM/M,Holo Rare,EX Legend Maker,44.95,0,0
Aggron 59/101 - Black & White 10: Plasma Blast,EX,Rare,Black & White 10: Plasma Blast,2.2,1,1
Aggron 59/101 - Black & White 10: Plasma Blast,NM/M,Rare,Black & White 10: Plasma Blast,2.75,0,0
Aggron 59/101 Reverse Holo - Black & White 10: Plasma Blast,NM/M,Rare,Black & White 10: Plasma Blast,13,0,0
Aggron 67/111 - Sun & Moon Crimson Invasion,NM/M,Holo Rare,Sun & Moon Crimson Invasion,2,0,0
Aggron 80/124 - Black & White 6: Dragons Exalted,NM/M,Holo Rare,Black & White 6: Dragons Exalted,5,0,0
Aggron ex 89/100 - EX Crystal Guardians,DMG,Ultra Rare,EX Crystal Guardians,19.85,1,1
Aggron ex 89/100 - EX Crystal Guardians,GD,Ultra Rare,EX Crystal Guardians,40.9,1,1
Aggron ex 89/100 - EX Crystal Guardians,NM/M,Ultra Rare,EX Crystal Guardians,123.95,0,0
Aggron EX 93/160 - X&Y Primal Clash,DMG,Ultra Rare,X&Y Primal Clash,4.4,1,1
Aggron EX 93/160 - X&Y Primal Clash,GD,Ultra Rare,X&Y Primal Clash,7.7,1,1
Aggron EX 93/160 - X&Y Primal Clash,NM/M,Ultra Rare,X&Y Primal Clash,11,0,0
Aggron EX 93/160 - X&Y Primal Clash,PL,Ultra Rare,X&Y Primal Clash,5.5,1,1
Aggron ex 95/100 - EX Sandstorm,DMG,Ultra Rare,EX Sandstorm,24.25,1,1
Aggron ex 95/100 - EX Sandstorm,NM/M,Ultra Rare,EX Sandstorm,96.95,0,0
Aggron EX Full Art 153/160 - X&Y Primal Clash,NM/M,Ultra Rare,X&Y Primal Clash,99.95,1,1
Aggron Lv.49 1/123 - Diamond & Pearl Mysterious Treasures,DMG,Holo Rare,Diamond & Pearl Mysterious Treasures,2.4,1,1
Aggron Lv.49 1/123 - Diamond & Pearl Mysterious Treasures,NM/M,Holo Rare,Diamond & Pearl Mysterious Treasures,9.5,0,0
Aggron Lv.53 14/111 - Platinum Rising Rivals,NM/M,Rare,Platinum Rising Rivals,8.5,0,0
Aggron Lv.53 14/111 Reverse Holo - Platinum Rising Rivals,EX,Rare,Platinum Rising Rivals,7.5,1,1
Aggron Lv.53 14/111 Reverse Holo - Platinum Rising Rivals,NM/M,Rare,Platinum Rising Rivals,10,0,0
Aggron Spirit Link 123/160 - X&Y Primal Clash,NM/M,Uncommon,X&Y Primal Clash,0.75,1,1
Aggron Spirit Link 123/160 Reverse Holo - X&Y Primal Clash,NM/M,Uncommon,X&Y Primal Clash,1,0,0
Aggron V 96/172 - Sword & Shield Brilliant Stars,EX,Ultra Rare,Sword & Shield Brilliant Stars,3,1,1
Aggron V 96/172 - Sword & Shield Brilliant Stars,GD,Ultra Rare,Sword & Shield Brilliant Stars,2.6,1,1
Aggron V 96/172 - Sword & Shield Brilliant Stars,LP,Ultra Rare,Sword & Shield Brilliant Stars,2.25,1,1
Aggron V 96/172 - Sword & Shield Brilliant Stars,NM/M,Ultra Rare,Sword & Shield Brilliant Stars,3.75,9,9
Aggron VMAX 97/172 - Sword & Shield Brilliant Stars,EX,Ultra Rare,Sword & Shield Brilliant Stars,3.2,1,1
Aggron VMAX 97/172 - Sword & Shield Brilliant Stars,NM/M,Ultra Rare,Sword & Shield Brilliant Stars,4,2,2
Aggron VMAX 97/172 - Sword & Shield Brilliant Stars,PL,Ultra Rare,Sword & Shield Brilliant Stars,2,1,1
Aipom 211/182 - Scarlet & Violet Paradox Rift,NM/M,Illustration Rare,Scarlet & Violet Paradox Rift,31.95,3,3
Aipom 244/248 - SM Black Star Promos,NM/M,Promo,SM Black Star Promos,5,1,1
Aipom 26/111 - Neo Genesis,EX,Uncommon,Neo Genesis,3.75,1,1
Aipom 26/111 - Neo Genesis,NM/M,Uncommon,Neo Genesis,5,0,0
Aipom 34/115 Reverse Holo - EX Unseen Forces,NM/M,Uncommon,EX Unseen Forces,39.95,0,0
Aipom 41/064 - Neo Revelation,NM/M,Common,Neo Revelation,1.5,0,0
Aipom 55/102 Reverse Holo - Triumphant,GD,Common,Triumphant,4.65,1,1
Aipom 55/102 Reverse Holo - Triumphant,NM/M,Common,Triumphant,7.5,0,0
Aipom 67/147 - Aquapolis,NM/M,Common,Aquapolis,3.25,0,0
Aipom 67/147 Reverse Holo - Aquapolis,NM/M,Common,Aquapolis,37.95,0,0
Aipom Lv.15 51/100 Reverse Holo - Diamond & Pearl Majestic Dawn,EX,Common,Diamond & Pearl Majestic Dawn,4.5,1,1
Aipom Lv.15 51/100 Reverse Holo - Diamond & Pearl Majestic Dawn,GD,Common,Diamond & Pearl Majestic Dawn,3.3,2,2
Aipom Lv.15 51/100 Reverse Holo - Diamond & Pearl Majestic Dawn,NM/M,Common,Diamond & Pearl Majestic Dawn,6,0,0
Aipom Lv.16 50/100 Reverse Holo - Diamond & Pearl Majestic Dawn,GD,Common,Diamond & Pearl Majestic Dawn,5.2,1,1
Aipom Lv.16 50/100 Reverse Holo - Diamond & Pearl Majestic Dawn,LP,Common,Diamond & Pearl Majestic Dawn,4.3,1,1
Aipom Lv.16 50/100 Reverse Holo - Diamond & Pearl Majestic Dawn,NM/M,Common,Diamond & Pearl Majestic Dawn,9.5,0,0
Air Balloon 079/086 - Scarlet & Violet Black Bolt,NM/M,Uncommon,Scarlet & Violet Black Bolt,1.5,10,10
Air Balloon 079/086 Reverse Holo - Scarlet & Violet Black Bolt,NM/M,Uncommon,Scarlet & Violet Black Bolt,1.75,0,0
Air Balloon 079/086 Reverse Holo - Scarlet & Violet Black Bolt: Additionals,NM/M,Uncommon,Scarlet & Violet Black Bolt: Additionals,3.75,0,0
Air Balloon 156/202 - Sword & Shield (Base Set),EX,Uncommon,Sword & Shield (Base Set),1.2,15,15
Air Balloon 156/202 - Sword & Shield (Base Set),NM/M,Uncommon,Sword & Shield (Base Set),1.5,9,9
Air Balloon 156/202 Reverse Holo - Sword & Shield (Base Set),LP,Uncommon,Sword & Shield (Base Set),4.8,1,1
Air Balloon 156/202 Reverse Holo - Sword & Shield (Base Set),NM/M,Uncommon,Sword & Shield (Base Set),8,1,1
Air Balloon 166 - Mega Evolution,NM/M,Ultra Rare,Mega Evolution,6,1,1
Air Balloon 181 - Ascended Heroes,NM/M,Uncommon,Ascended Heroes,0.75,7,7
Air Balloon 181 Reverse Holo - Ascended Heroes,NM/M,Uncommon,Ascended Heroes,1,0,0
Air Balloon Secret Rare 213/202 - Sword & Shield (Base Set),NM/M,Secret Rare,Sword & Shield (Base Set),24.95,1,1
Alakazam 001/102 - Base Set,DMG,Holo Rare,Base Set,24,6,6
Alakazam 001/102 - Base Set,EX,Holo Rare,Base Set,83.85,1,1
Alakazam 001/102 - Base Set,LP,Holo Rare,Base Set,39.6,1,1
Alakazam 001/102 - Base Set,NM/M,Holo Rare,Base Set,119.95,0,0
Alakazam 001/102 - Base Set,PL,Holo Rare,Base Set,32.4,4,4
Alakazam 009 Elite Promo - MEP Black Star Promos,EX,Promo,MEP Black Star Promos,11.25,1,1
Alakazam 009 Elite Promo - MEP Black Star Promos,NM/M,Promo,MEP Black Star Promos,12.5,6,6
Alakazam 056 - Mega Evolution,NM/M,Rare,Mega Evolution,1.5,0,0
Alakazam 056 Reverse Holo - Mega Evolution,NM/M,Rare,Mega Evolution,1.5,0,0
Alakazam 082/167 - Scarlet & Violet Twilight Masquerade,NM/M,Rare,Scarlet & Violet Twilight Masquerade,2,0,0
Alakazam 082/167 Reverse Holo - Scarlet & Violet Twilight Masquerade,NM/M,Rare,Scarlet & Violet Twilight Masquerade,1.75,0,0
Alakazam 1/110 - Legendary Collection,NM/M,Holo Rare,Legendary Collection,60.95,0,0
Alakazam 1/130 - Base Set 2,EX,Holo Rare,Base Set 2,42.85,1,1
Alakazam 1/130 - Base Set 2,GD,Holo Rare,Base Set 2,29.7,3,3
Alakazam 1/130 - Base Set 2,NM/M,Holo Rare,Base Set 2,65.95,0,0
Alakazam 1/165 - Expedition Base Set,NM/M,Holo Rare,Expedition Base Set,323.95,0,0
Alakazam 1/165 Reverse Holo - Expedition Base Set,NM/M,Holo Rare,Expedition Base Set,159.95,0,0
Alakazam 2/144 - Skyridge,NM/M,Rare,Skyridge,89.95,0,0
Alakazam 33/165 - Expedition Base Set,DMG,Rare,Expedition Base Set,3.2,5,5
Alakazam 33/165 - Expedition Base Set,EX,Rare,Expedition Base Set,20.75,1,1
Alakazam 33/165 - Expedition Base Set,LP,Rare,Expedition Base Set,8.65,3,3
Alakazam 33/165 - Expedition Base Set,NM/M,Rare,Expedition Base Set,31.95,0,0
Alakazam 33/165 - Expedition Base Set,PL,Rare,Expedition Base Set,5.45,3,3
Alakazam 33/165 Reverse Holo - Expedition Base Set,NM/M,Rare,Expedition Base Set,79.95,0,0
Alakazam [4] Lv.56 38/111 - Platinum Rising Rivals,EX,Uncommon,Platinum Rising Rivals,3,1,1
Alakazam [4] Lv.56 38/111 - Platinum Rising Rivals,NM/M,Uncommon,Platinum Rising Rivals,4,0,0
Alakazam [4] Lv.56 38/111 - Platinum Rising Rivals,PL,Uncommon,Platinum Rising Rivals,1.4,1,1
Alakazam [4] Lv.56 38/111 Reverse Holo - Platinum Rising Rivals,GD,Uncommon,Platinum Rising Rivals,14.25,1,1
Alakazam [4] Lv.56 38/111 Reverse Holo - Platinum Rising Rivals,NM/M,Uncommon,Platinum Rising Rivals,25.95,0,0
Alakazam ex 050 - Scarlet & Violet Promos,NM/M,Holo Promo,Scarlet & Violet Promos,5,3,3
Alakazam ex 050 - SV Black Star Promos,EX,Promo,SV Black Star Promos,4,1,1
Alakazam ex 050 - SV Black Star Promos,NM/M,Promo,SV Black Star Promos,5,7,7
Alakazam ex 065/165 - Scarlet & Violet 151,NM/M,Double Rare,Scarlet & Violet 151,3,2,2
Alakazam ex 065/165 - Scarlet & Violet 151,PL,Double Rare,Scarlet & Violet 151,1.5,1,1
Alakazam ex 188/165 - Scarlet & Violet 151,EX,Ultra Rare,Scarlet & Violet 151,11.95,1,1
Alakazam ex 188/165 - Scarlet & Violet 151,NM/M,Ultra Rare,Scarlet & Violet 151,14.95,0,0
Alakazam ex 201/165 - Scarlet & Violet 151,NM/M,Special Illustration Rare,Scarlet & Violet 151,89.95,1,1
Alakazam ex 215/091 - Scarlet & Violet Paldean Fates,EX,Shiny Ultra Rare,Scarlet & Violet Paldean Fates,6.8,1,1
Alakazam ex 215/091 - Scarlet & Violet Paldean Fates,NM/M,Shiny Ultra Rare,Scarlet & Violet Paldean Fates,8.5,2,2
Alakazam EX 25/124 - X&Y Fates Collide,DMG,Ultra Rare,X&Y Fates Collide,6.2,2,2
Alakazam EX 25/124 - X&Y Fates Collide,EX,Ultra Rare,X&Y Fates Collide,12.4,4,4
Alakazam EX 25/124 - X&Y Fates Collide,LP,Ultra Rare,X&Y Fates Collide,9.3,2,2
Alakazam EX 25/124 - X&Y Fates Collide,NM/M,Ultra Rare,X&Y Fates Collide,15.5,0,0
Alakazam EX Full Art 117/124 - X&Y Fates Collide,DMG,Ultra Rare,X&Y Fates Collide,12.5,1,1
Alakazam EX Full Art 117/124 - X&Y Fates Collide,GD,Ultra Rare,X&Y Fates Collide,27.45,2,2
Alakazam EX Full Art 117/124 - X&Y Fates Collide,LP,Ultra Rare,X&Y Fates Collide,20,2,2
Alakazam EX Full Art 117/124 - X&Y Fates Collide,NM/M,Ultra Rare,X&Y Fates Collide,49.95,1,1
Alakazam EX Full Art Secret Rare 125/124 - X&Y Fates Collide,DMG,Ultra Rare,X&Y Fates Collide,52,2,2
Alakazam EX Full Art Secret Rare 125/124 - X&Y Fates Collide,NM/M,Ultra Rare,X&Y Fates Collide,199.95,0,0
Alakazam EX Full Art Secret Rare 125/124 - X&Y Fates Collide,PL,Ultra Rare,X&Y Fates Collide,64,1,1
Alakazam H1/144 - Skyridge,NM/M,Holo Rare,Skyridge,749.95,0,0
Alakazam Lv.47 2/123 - Diamond & Pearl Mysterious Treasures,DMG,Holo Rare,Diamond & Pearl Mysterious Treasures,11,2,2
Alakazam Lv.47 2/123 - Diamond & Pearl Mysterious Treasures,EX,Holo Rare,Diamond & Pearl Mysterious Treasures,32.95,1,1
Alakazam Lv.47 2/123 - Diamond & Pearl Mysterious Treasures,NM/M,Holo Rare,Diamond & Pearl Mysterious Treasures,53.95,0,0
Alakazam Lv.47 2/123 Reverse Holo - Diamond & Pearl Mysterious Treasures,PL,Holo Rare,Diamond & Pearl Mysterious Treasures,9.9,1,1
Alakazam Spirit Link 90/124 - X&Y Fates Collide,NM/M,Uncommon,X&Y Fates Collide,1,0,0
Alakazam V 083/307 - SWSH Black Star Promos,NM/M,Promo,SWSH Black Star Promos,5,1,1
Alakazam V Full Art 172/185 - Sword & Shield Vivid Voltage,DMG,Ultra Rare,Sword & Shield Vivid Voltage,3.4,1,1
Alakazam V Full Art 172/185 - Sword & Shield Vivid Voltage,EX,Ultra Rare,Sword & Shield Vivid Voltage,6.8,1,1
Alakazam V Full Art 172/185 - Sword & Shield Vivid Voltage,NM/M,Ultra Rare,Sword & Shield Vivid Voltage,8.5,5,5
Alakazam V SWSH083 - Sword & Shield Promos,DMG,Ultra Rare,Sword & Shield Promos,1.7,1,1
Alakazam V SWSH083 - Sword & Shield Promos,GD,Ultra Rare,Sword & Shield Promos,3,2,2
Alakazam V SWSH083 - Sword & Shield Promos,NM/M,Ultra Rare,Sword & Shield Promos,4.25,4,4
Alcremie 058/307 - SWSH Black Star Promos,NM/M,Promo,SWSH Black Star Promos,2.75,0,0
Alcremie 065/142 - Scarlet & Violet Stellar Crown,NM/M,Rare,Scarlet & Violet Stellar Crown,1.25,4,4
Alcremie 065/142 Reverse Holo - Scarlet & Violet Stellar Crown,NM/M,Rare,Scarlet & Violet Stellar Crown,1.25,0,0
Alcremie 071/172 Reverse Holo - Sword & Shield Brilliant Stars,NM/M,Rare,Sword & Shield Brilliant Stars,1.25,0,0
Alcremie 081/185 - Sword & Shield Vivid Voltage,NM/M,Rare,Sword & Shield Vivid Voltage,1.5,0,0
Alcremie 081/185 Reverse Holo - Sword & Shield Vivid Voltage,NM/M,Rare,Sword & Shield Vivid Voltage,2,0,0
Alcremie 087/192 Reverse Holo - Sword & Shield Rebel Clash,NM/M,Rare,Sword & Shield Rebel Clash,2.75,0,0
Alcremie 71/172 - Sword & Shield Brilliant Stars,NM/M,Rare,Sword & Shield Brilliant Stars,1,0,0
Alcremie 87/192 - Sword & Shield Rebel Clash,NM/M,Rare,Sword & Shield Rebel Clash,1.75,0,0
Alcremie ex 075 - Scarlet & Violet Journey Together,EX,Double Rare,Scarlet & Violet Journey Together,2.55,1,1
Alcremie ex 075 - Scarlet & Violet Journey Together,NM/M,Double Rare,Scarlet & Violet Journey Together,3,15,15
Alcremie SV58/SV122 - Shining Fates,NM/M,Shiny Rare,Shining Fates,10.5,0,0
Alcremie TG08/TG30 - Sword & Shield Brilliant Stars,EX,Holo Rare,Sword & Shield Brilliant Stars,4.9,2,2
Alcremie TG08/TG30 - Sword & Shield Brilliant Stars,GD,Holo Rare,Sword & Shield Brilliant Stars,3.9,3,3
Alcremie TG08/TG30 - Sword & Shield Brilliant Stars,NM/M,Holo Rare,Sword & Shield Brilliant Stars,6.5,1,1
Alcremie V 22/073 - Champion’s Path,NM/M,Ultra Rare,Champion’s Path,5.5,0,0
Alcremie V Full Art 64/72 - Shining Fates,NM/M,Ultra Rare,Shining Fates,9.5,2,2
Alcremie VMAX 23/073 - Champion’s Path,NM/M,Ultra Rare,Champion’s Path,9,1,1
Alcremie VMAX Hyper Rare 73/72 - Shining Fates,EX,Hyper Rare,Shining Fates,6,1,1
Alcremie VMAX Hyper Rare 73/72 - Shining Fates,NM/M,Hyper Rare,Shining Fates,7.5,4,4
All-Night Party 96/122 - X&Y BREAKpoint,EX,Uncommon,X&Y BREAKpoint,7.6,1,1
All-Night Party 96/122 - X&Y BREAKpoint,NM/M,Uncommon,X&Y BREAKpoint,9.5,1,1
All-Night Party 96/122 - X&Y BREAKpoint,PL,Uncommon,X&Y BREAKpoint,4.75,1,1
All-Night Party 96/122 Reverse Holo - X&Y BREAKpoint,NM/M,Uncommon,X&Y BREAKpoint,33.95,0,0
Allister 146/185 - Sword & Shield Vivid Voltage,NM/M,Uncommon,Sword & Shield Vivid Voltage,0.75,18,18
Allister 146/185 Reverse Holo - Sword & Shield Vivid Voltage,NM/M,Uncommon,Sword & Shield Vivid Voltage,0.75,3,3
Allister Full Art 179/185 - Sword & Shield Vivid Voltage,NM/M,Ultra Rare,Sword & Shield Vivid Voltage,9.5,3,3
Allister Full Art TG24/TG30 - Sword & Shield Astral Radiance,GD,Ultra Rare,Astral Radiance,6.3,1,1
Allister Full Art TG24/TG30 - Sword & Shield Astral Radiance,NM/M,Ultra Rare,Sword & Shield Astral Radiance,9,4,4
Allister Hyper Rare 192/185 - Sword & Shield Vivid Voltage,EX,Hyper Rare,Sword & Shield Vivid Voltage,8,1,1
Allister Hyper Rare 192/185 - Sword & Shield Vivid Voltage,NM/M,Hyper Rare,Sword & Shield Vivid Voltage,10,3,3
